date,size,time,hash
"2016-08-08T10:01:31.216052","0 MiB","90.33","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T11:01:34.375561","0 MiB","93.76","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T12:01:39.635457","0 MiB","98.56","c8caf69276a7037523de17374ac13151c7b1e662"
"2016-08-08T13:04:21.287543","0 MiB","260.70","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T14:02:06.759154","0 MiB","125.69","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T15:02:06.464177","0 MiB","125.92","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T16:01:31.353559","0 MiB","90.30","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T17:01:39.779889","0 MiB","99.30","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T18:01:44.273251","0 MiB","103.21","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T19:01:51.562763","0 MiB","111.02","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T20:02:12.867668","0 MiB","131.78","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T21:01:57.163624","0 MiB","116.44","5c2dda06665c5f804cc9e5c89070610e393cad13"
"2016-08-08T22:03:55.386409","0 MiB","234.95","bd981a2b0111b4000be80876eb3ee6552c24b752"
"2016-08-08T23:02:29.955144"," 377.81 KiB ","148.86","dbf0848ecd7d399dd42cdb69b171cae6c83f2a7c"
"2016-08-09T00:02:03.722846"," 227.90 KiB ","122.92","d1512d38c84f8665960f55cdc9c069702a4c4bf9"
"2016-08-09T01:02:19.875638"," 785.07 KiB ","139.36","df2426e4a8ba6fad949d4ffa90cff86fa5401fec"
"2016-08-09T02:03:19.700877"," 178.50 KiB ","198.61","5eccd0f93702f98e1084da6af19a0c6608d59e06"
"2016-08-09T03:02:23.394516"," 111.94 KiB ","142.79","a2336cc9badbef112f97638878f0d654a748be18"
"2016-08-09T04:02:23.896970"," 376.26 KiB ","143.66","1763d0d6a9958bee39a2935145ef6f6889a3ba4c"
"2016-08-09T05:02:59.646545"," 366.85 KiB ","178.80","539160038c36be5dfc80c6535e3ff88285ea9f36"
"2016-08-09T06:03:37.265937","0 MiB","216.81","0e393d5b013e2c5a01738149d5db4c76fe958fc6"
"2016-08-09T07:02:35.356337"," 448.53 KiB ","154.26","9962c07bea2b0b6fcdd5e9ee33c0eb95d76e0552"
